SMILES,Caco-2,CYP3A4,hERG,HOB,MN
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(\C=C\C(=O)N4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
O\N=C\c1ccc(cc1F)c2ccc(O)cc2,1,0,0,0,1
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCC(C)C)n1,1,0,1,1,0
CC(C)CCc1cc(NCC(C)C)nc(OCC(C)C)n1,1,0,1,1,1
CC(C)CNc1nc(CCc2ccccc2)cc(n1)N(C)CC(C)C,1,1,1,1,1
CC(C)CNc1nc(CCc2cccc3ccccc23)cc(n1)N(C)CC(C)C,0,1,1,1,1
CC(C)CCc1cc(NCC(C)C)nc(n1)N(C)CC(C)C,1,0,1,1,1
CC(C)CNc1cc(NCc2ccccc2)nc(NCC(C)C)n1,0,0,1,1,0
CC(C)CNc1cc(NCC(C)C)nc(NCC(C)C)n1,1,0,0,1,1
CC(C)CCc1cc(NCc2cccc3ccccc23)nc(NCC(C)C)n1,0,1,1,1,1
CC(C)CCc1cc(NCc2ccccc2)nc(NCC(C)C)n1,0,0,1,1,0
CC(C)CCc1cc(NCC(C)C)nc(NCc2cccc3ccccc23)n1,0,1,1,1,1
CC(C)CCc1cc(NCC(C)C)nc(NCc2ccccc2)n1,1,0,1,1,0
CCc1cc(NCC(C)C)nc(NCC(C)C)n1,1,0,0,1,1
CC(C)CNc1cc(CCc2cccc3ccccc23)nc(NCC(C)C)n1,0,1,1,1,1
CC(C)CCc1cc(NCc2ccccc2)nc(NCc3ccccc3)n1,0,0,1,1,0
CC(C)CCc1cc(NCC(C)C)nc(NCC(C)C)n1,1,0,0,1,1
CCCCc1cc(NCCC)nc(NCCC)n1,1,0,0,1,1
CC(C)CNc1nc(CCc2ccccc2)cc(NCc3ccccc3)n1,0,0,1,1,0
CC(C)CNc1cc(CCc2ccccc2)nc(NCc3ccccc3)n1,0,0,1,1,0
CC(C)CNc1nc(NCc2ccccc2)cc(\C=C\c3ccccc3)n1,0,0,1,1,0
CC(C)CNc1cc(\C=C\c2ccccc2)nc(NCc3ccccc3)n1,0,0,1,1,0
CC(C)CNc1cc(CCc2ccccc2)nc(NCC(C)C)n1,0,0,1,1,0
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CC1,1,0,1,1,1
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0,1,1,0,0
CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c3ccccc23)C(=O)c4ccc(F)c(F)c4,1,1,1,0,1
C(CN1CCC1)Oc2ccc(cc2)C3=C(CCOc4ccccc34)c5ccccc5,1,1,1,0,0
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCC4)cc3)c5ccccc5OCC2,0,1,1,0,0
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCC5)cc4,1,1,1,0,1
COc1ccc2C(=C(CCOc2c1)c3ccc(O)cc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,0
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5OCC2,0,1,1,0,1
Fc1ccc2C(=C(CCOc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,1
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,0,1,1,0,1
Oc1cccc(c1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,0,1,1,0,1
Fc1ccc(cc1)C2=C(c3ccc(OCCN4CCCC4)cc3)c5ccc(F)cc5OCC2,1,1,1,0,1
Oc1ccc(cc1)C2=C(c3ccc(OCCN4CCCCC4)cc3)c5ccc(F)cc5OCC2,0,1,1,0,1
Oc1ccc(cc1)C2=C(CCOc3cc(F)ccc23)c4ccc(OCCN5CCCC5)cc4,0,1,1,0,1
C\C(=C(\Cl)/c1ccccc1)\C=N\NC(=N)N,1,0,1,1,1
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CCC1,1,0,1,1,1
COc1cc2oc(cc2cc1O)c3ccc(O)cc3O,1,0,0,0,1
COc1cc(O)c2c(C=O)c(oc2c1)c3ccc(O)cc3O,1,1,0,0,1
CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,0,1,0,0,0
CC(=CCc1c(O)c2C(=O)C(=COc2c3CC(Oc13)C(C)(C)O)c4ccc(O)c(O)c4)C,0,1,0,0,0
CC(=CCc1c(O)c(CC(O)C(=C)C)c2OC=C(C(=O)c2c1O)c3ccc(O)c(O)c3)C,0,1,0,0,0
CC[C@@]12C[C@H](O)[C@@](O)(C[C@H]1CCc3cc(O)ccc23)c4ccccc4,1,1,0,0,0
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(OCc4ccncc4)ccc23)C#CC,0,1,1,0,0
CC[C@@]12CC[C@@](O)(C[C@H]1CCc3cc(O)ccc23)C#CC,1,1,1,0,0
CC#C[C@@]1(O)CC[C@]2(CC=C)[C@H](CCc3cc(O)ccc23)C1,1,1,1,0,0
Oc1ccc2C(=C(Cc3ccccc3)C(=O)Oc2c1)C(F)(F)F,0,0,0,1,1
Cc1cccc(SCC2=CC(=O)Oc3cc(O)ccc23)n1,1,1,0,0,1
Cn1cc(nn1)[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C,1,1,1,0,1
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1O,1,1,1,0,0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Cl)cc34)[C@@H]1CCCC2=O,1,1,1,0,0
COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCCC4=O)[C@@H]3CCc2cc1O,1,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCSCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCOCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,1,0,0,1
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,0
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,1,0,0,1
COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,0,0,0
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,1
CC(C)N(CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,1,1,0,1
CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,0
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,0,1,0,0,1
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,1,1,0,0
COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,1,1,0,1
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,1,1,0,1
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
COc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,0,1,1,0,1
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,0,1,1,0,0
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,1,1,0,0
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,1,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,0,1,0,0,1
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,0,1,1,0,1
COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,1,1,1,0,0
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,1,1,0,0
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,0,1,1,0,1
OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,0,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,0,1,1,0,1
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,0,1,1,0,1
OCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,0,0,0
CN1CCN(CCOc2ccc(cc2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,0,1,1,0,1
OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,1,0,0
OC(=O)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,0,1,0,0,0
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,0,1,1,0,0
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,0,1,1,0,1
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,1,1,1,0,0
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(cc3C2)[C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@]45C,0,1,1,0,1
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,0,1,1,0,0
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,1,1,0,0
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,0,1,0,0,0
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,0,1,0,0,0
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1,1,0,1,1
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,1,0,0,1
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,1,1,0,0,1
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,0,1,0,0,1
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,1,0,0,1,1
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,1,0,0,0,0
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,1,1,0,1,1
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,1,0,0,0,0
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,1,1,1,0,0
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,1,1,0,0,0
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,0,0,0,0,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,1,1,1,0,0
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,0,1,1,0,1
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,0,1,1,0,1
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,0,1,0,0,1
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,0,1,1,0,1
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],0,1,0,1,1
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,0,1,0,1,1
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,0,1,1,1,1
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,1,1,1,1,1
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,0,1,1,0,1
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,0,1,1,0,1
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,0,1,1,1,1
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,1,1,1,1,1
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,0,1,1,1,1
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,0,0,0,0,1
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,1,0,0,1,1
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,0,1,1,0,1
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,1,1,1,1,1
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,0,1,0,0,1
CN1C(=O)\C(=C\2/SC(=NC2=O)Nc3cccc(C)c3C)\c4ccccc14,1,1,1,0,1
O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,0,1,1,0,0
Cc1oc(\C=C\2/Sc3nc(nn3C2=O)c4occc4)cc1,1,1,0,1,1
OC(=O)c1cc(nc2ccccc12)c3occc3,0,0,0,1,1
Cc1occc1C(=O)NCc2cccc(CNC(=O)c3ccoc3C)c2,0,0,1,1,1
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,0,1,1,1,1
Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,1,1,1,1,1
CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(\C=N\C4CCS(=O)(=O)C4)c12,0,1,0,0,1
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,1,1,0,1,1
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)NCc3ccc4OCOc4c3,0,1,1,1,1
COc1ccc(Cl)cc1NC(=O)c2ocnc2C,1,1,1,1,1
COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,0,1,1,1,1
COc1ccc(NC(=O)c2occc2)cc1N,1,0,1,1,1
CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,0,0,0,1,1
CCn1c(SCC(=O)c2oc(CNC(=O)C)cc2)nnc1c3cccs3,0,1,1,0,1
Cc1ccc2nc(O)c(cc2c1)c3nc4ccccn4c3NCc5occc5,0,1,1,1,1
O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,0,1,1,1,1
CCCNC(=O)c1ccc(s1)c2nc3ccccc3s2,1,0,1,1,1
O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,0,1,1,0,1
CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,0,1,0,1,1
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,0,1,1,1,1
CCOC(=O)Nc1on[n+](c1)N2CCOCC2,1,1,0,1,1
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,0,1,1,1,1
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)N4CCC(C)CC4)ccc23,1,1,1,1,1
CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,0,1,1,0,1
Cc1nc2sccn2c1c3nc(cs3)c4oc5ccccc5c4,0,1,1,1,1
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,0,1,1,1,1
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,0,0,0,1,0
NC(=O)c1c2CCCc2sc1NC(=O)c3oc4ccccc4c3,0,1,1,0,1
Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,1,1,1,1,1
COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,0,1,1,0,1
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,0,1,1,1,1
CCC1(C)NC(=O)N(CC(=O)Nc2sc3CCCc3c2C(=O)N)C1=O,0,1,0,0,1
Cc1onc(c1)C(=O)OCC(=O)c2ccc(Br)s2,0,0,0,1,1
CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,0,1,0,1,1
CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,0,1,0,1,1
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2cc3CCCc3s2,0,1,0,0,1
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,0,1,1,0,1
O=C(Cc1cn2ccsc2n1)OCc3nc4ccccc4s3,0,1,1,1,1
CCn1c(SCC(=O)Nc2ccc3c(oc4ccccc34)c2)nnc1c5ccc(N)cc5,0,1,1,0,1
CCN(c1ccccc1)S(=O)(=O)c2ccc3ncc(C(=O)NCCOC)c(O)c3c2,0,1,1,1,1
Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,1,0,1,1,1
CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,1,1,0,1,0
CCc1ccc(NC(=O)c2noc3CCCc23)cc1,1,0,1,1,1
O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,0,1,0,1,1
CN1C(=O)CSc2ccc(NC(=O)N3CCC(CC3)N4CCCCC4)cc12,0,1,1,1,1
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)cc5)n4N)ccc13,0,1,1,0,1
CCCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,0,1,1,1,1
Cc1ccccc1NC(=O)CSc2nnc(c3occc3)c(n2)c4occc4,0,1,1,0,1
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,0,1,1,0,1
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],0,1,0,0,1
Clc1ccc(COc2ccc(cc2)c3oc(NCc4cccnc4)c(n3)C#N)cc1,0,1,1,0,1
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,1,1,1,1,1
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,0,1,1,1,1
COc1cccc2C=C(C(=O)Oc12)c3cn4ccc(C)cc4n3,1,1,1,1,1
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,0,1,1,0,1
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,0,1,1,1,1
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],0,1,0,1,1
O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,0,1,0,1,1
COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,1,1,1,0,1
CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,1,1,1,1,1
Cc1oc(cc1)c2cc(C(=O)NCc3occc3)c4ccccc4n2,0,1,1,1,1
CC(OC(=O)COc1ccc(Cl)cc1C)C(=O)N(C)C,1,1,1,1,1
CC1CCN(Cc2c(O)c(Cl)cc3C(=CC(=O)Oc23)C)CC1,1,1,0,1,1
COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,0,1,1,0,1
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,0,1,1,0,1
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,1,1,1,1,1
COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1,1,1,0,1,1
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,0,1,1,0,1
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,0,1,1,0,1
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,0,0,1,1,1
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,0,1,1,1,1
CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,1,1,0,1,1
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,0,1,1,1,1
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,1,1,0,1,1
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,0,1,1,0,1
Cc1onc(NC(=O)CSc2cn(CCNC(=O)c3ccc(Cl)cc3)c4ccccc24)c1,0,1,1,1,1
COc1cccc(c1)c2nnc(NC(=O)Cc3cccs3)s2,0,1,1,1,1
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,1,1,1,0,1
O=C(Nc1nc(cs1)c2nc3ccccc3s2)C4COc5ccccc5O4,0,1,1,0,1
O=C(CSc1n[nH]c(n1)c2ccc(cc2)S(=O)(=O)N3CCCCC3)Nc4nccs4,0,1,1,0,1
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)O,1,0,0,1,1
O=C(Cc1coc2cc3CCCc3cc12)OCC4=CC(=O)N5C(=N4)Sc6ccccc56,0,1,1,1,1
Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,1,1,1,1,1
Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,0,1,1,1,1
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,1,0,0,1,1
Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,1,0,0,1,1
CCOC(=O)c1c(C)c(C)sc1Nc2nc(C)c(s2)C(=O)NC,1,1,0,0,1
COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,1,0,1,1,1
