SMILES,IC50_nM,pIC50
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,3.3,8.481
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,3.3,8.481
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,3.4,8.469
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,4.2,8.377
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,4.2,8.377
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,4.5,8.347
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,4.8,8.319
COC(=O)COc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,4.8,8.319
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,5,8.301
CCN(CC)CCOc1ccc(cc1)[C@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,5,8.301
Oc1ccc2C3=C(CCOc2c1)c4ccc(F)cc4O[C@H]3c5ccc(OCCN6CCCCCC6)cc5,5,8.301
CC(C)N(CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,5.4,8.268
CC(C)N(CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4)C(C)C,5.6,8.252
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,5.8,8.237
COc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,5.8,8.237
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6C(=O)CCC6=O)cc5,6.2,8.208
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,6.3,8.201
COc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,6.3,8.201
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3cc(F)ccc3C4=C2c5ccc(O)cc5OCC4,7,8.155
CN1CCN(CCOc2ccc(cc2)[C@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,8.7,8.06
CCN(CC)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,9,8.046
COc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccc(O)cc6OCC3,9,8.046
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCOCC6)cc5,10,8
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,11,7.959
Oc1ccc2C3=C(CCOc2c1)c4ccccc4O[C@@H]3c5ccc(OCCN6CCCCCC6)cc5,11,7.959
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,11.1,7.955
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,13,7.886
CN(C)CCOc1ccc(cc1)[C@H]2Oc3ccccc3C4=C2c5ccc(O)cc5OCC4,16,7.796
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5ccc(OCCCN6CCCCC6)cc5,22,7.658
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6C(=O)CCC6=O)cc5,40.97,7.388
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCCN6CCCCC6)cc5,55,7.26
COc1ccc2C3=C(CCOc2c1)c4ccc(OC)cc4O[C@@H]3c5ccc(OCCN6CCCCC6)cc5,64,7.194
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,85,7.071
Oc1ccc2C3=C([C@H](Oc2c1)c4ccc(OCCN5CCCCC5)cc4)c6ccccc6OCC3,100,7
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCSCC6)cc5,111,6.955
OC(=O)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,120,6.921
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@@H]3c5cccc(OCCN6CCCCC6)c5,150,6.824
CN(C)CCOc1ccc(cc1)[C@H]2Oc3cc(O)ccc3C4=C2c5ccccc5OCC4,180,6.745
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4O[C@H]3c5cccc(OCCN6CCCCC6)c5,190,6.721
OCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,310,6.509
CN1CCN(CCOc2ccc(cc2)[C@@H]3Oc4cc(O)ccc4C5=C3c6ccc(O)cc6OCC5)CC1,312,6.506
OCCCOc1ccc(cc1)C2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,326,6.487
OC(=O)CCOc1ccc(cc1)[C@@H]2Oc3cc(O)ccc3C4=C2c5ccc(O)cc5OCC4,580,6.237
Oc1ccc2C3=C([C@@H](Oc2c1)c4ccc(OCCN5CCCCCC5)cc4)c6ccccc6OCC3,4,8.398
Oc1ccc2C3=C(CCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,13,7.886
Oc1ccc2C3=C(CCCOc2c1)c4ccc(O)cc4OC3c5ccc(OCCN6CCCCC6)cc5,23,7.638
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5ccc6COCc6c5,74.3,7.129
Cc1ccc(cc1)S(=O)(=O)N2Cc3ccc(cc3C2)[C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@]45C,341.19,6.467
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,47.53,7.323
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,245.47,6.61
CC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)C,243.22,6.614
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C(=O)OCC,492.04,6.308
Oc1cccc2c(OC(=O)c3ccc(Cl)cc3Cl)cccc12,1200,5.921
COc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,795,6.1
COC(=O)C(C)N1C(=O)S\C(=C\c2ccc(O)c(Cl)c2)\C1=O,2320,5.635
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,6130,5.213
Oc1ccc(cc1)N2C(=O)c3ccc(Br)cc3C2=O,7980,5.098
Oc1ccc(\C=C\C(=O)c2ccc(Br)cc2)cc1,4660,5.332
Cc1ccc(cc1)C(=O)Oc2cccc3c(O)cccc23,31600,4.5
COc1ccc(CCCc2ccc(O)cc2)c(O)c1,8100,5.092
CC(=CCc1c(O)c(O)cc([C@H]2CCc3ccc(O)cc3O2)c1CC=C(C)C)C,151100,3.821
CC(=CCc1c(O)c(O)ccc1[C@H]2CCc3ccc(O)cc3O2)C,57200,4.243
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,26200,4.582
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,5702,5.244
OC(=O)\C=C\c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(O)cc5,82,7.086
Oc1ccc2nc(c3ccccc3)n(Cc4ccc(OCCN5CCCCC5)cc4)c2c1,310,6.509
Oc1ccc(cc1)c2nc3ccccc3n2Cc4ccc(OCCN5CCCCC5)cc4,5100,5.292
OCC1=Nc2cc3CCC(N(CC#C)c4ccc(cc4)C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)c3cc2C(=O)N1,1,9
COc1ccc(cc1)c2oc(SC\C(=C(\C#N)/C(=N)C)\O)nn2,30035.9,4.522
Cc1ccc(cc1)c2nnc(S)n2\N=C\C=C/c3ccccc3[N+](=O)[O-],7316.61,5.136
Oc1c(\C=N\c2cccc3cccnc23)sc4ccccc14,5150.58,5.288
Cc1nn(c2ccccc2)c3sc(cc13)C(=O)OCN4C(=O)c5ccccc5C4=O,9753.2,5.011
CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc12,23363.69,4.631
Cn1c(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)nnc1C4COc5ccccc5O4,25164.82,4.599
CC1Cc2ccccc2N1C(=O)CSc3nnc(NC(=O)Cc4cccs4)s3,34005.5,4.468
COC(=O)c1oc2ccc(Br)cc2c1NC(=O)CCCN3C(=O)c4ccccc4C3=O,42271,4.374
O=Cc1cn(nc1C2=Cc3c(OC2=O)ccc4ccccc34)c5ccccc5,19621.4,4.707
FC(F)(F)c1cc(nc2c(Br)c(nn12)C(=O)NCc3occc3)c4cccs4,36895.07,4.433
O=C(CSc1nnc(SCC(=O)c2occc2)s1)c3occc3,21230.64,4.673
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,20985.72,4.678
O=C(CN1C(=O)N(Cc2occc2)C(=O)c3c4CCCCCc4sc13)Nc5ccccc5,7237.52,5.14
O=C(N1CCc2ccccc2C1)c3cc(on3)c4occc4,32511.45,4.488
Cc1ccc(cc1C)n2nnnc2SCC(=O)Nc3ccc4C(=O)OCc4c3,27088.64,4.567
CN1C(=O)\C(=C\2/SC(=NC2=O)Nc3cccc(C)c3C)\c4ccccc14,32901.38,4.483
O=C(COC(=O)CCC(=O)c1cccs1)NCc2occc2,11931.11,4.923
Cc1oc(\C=C\2/Sc3nc(nn3C2=O)c4occc4)cc1,13880.77,4.858
OC(=O)c1cc(nc2ccccc12)c3occc3,23428.56,4.63
Cc1occc1C(=O)NCc2cccc(CNC(=O)c3ccoc3C)c2,19679.97,4.706
O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cnc4ccccc4n3)c5occc5,13131.83,4.882
Cc1oc(cc1)C2CC(=O)N3CN(CSC3=C2C#N)c4cccc(C)c4,3548.86,5.45
CCOC(=O)c1c(C)oc2c3ccccc3c(O)c(\C=N\C4CCS(=O)(=O)C4)c12,16011.5,4.796
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,44689.26,4.35
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)NCc3ccc4OCOc4c3,37494.74,4.426
COc1ccc(Cl)cc1NC(=O)c2ocnc2C,24949.8,4.603
COc1ccc(cc1OC)C2CC(=NN2S(=O)(=O)C)c3c(O)nc4ccc(Cl)cc4c3c5ccccc5,12439.15,4.905
COc1ccc(NC(=O)c2occc2)cc1N,36096.23,4.443
CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,16658.15,4.778
CCn1c(SCC(=O)c2oc(CNC(=O)C)cc2)nnc1c3cccs3,42693.84,4.37
Cc1ccc2nc(O)c(cc2c1)c3nc4ccccn4c3NCc5occc5,25697.66,4.59
O\C(=C(/C#N)\c1nc2ccccc2[nH]1)\Nc3ccc(Cl)cc3,27058.62,4.568
CCCNC(=O)c1ccc(s1)c2nc3ccccc3s2,30294.34,4.519
O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccc5OCOc5c4,6674.21,5.176
CCCN1N=C(C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2)c4ccccc4C1=O,37919.19,4.421
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,4234.1,5.373
CCOC(=O)Nc1on[n+](c1)N2CCOCC2,24673.94,4.608
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,37793.76,4.423
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)N4CCC(C)CC4)ccc23,11679.9,4.933
CCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,43982.45,4.357
Cc1nc2sccn2c1c3nc(cs3)c4oc5ccccc5c4,10678.49,4.971
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,12589.04,4.9
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,2161.56,5.665
NC(=O)c1c2CCCc2sc1NC(=O)c3oc4ccccc4c3,23481.56,4.629
Cc1cc(c2nn3c(nnc3s2)c4ccccc4)c5ccccc5n1,21552.69,4.666
COC(=O)c1ccc2C(=O)N(CCCCCC(=O)NCc3ccc4OCOc4c3)C(=O)Nc2c1,14798.06,4.83
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,11198.21,4.951
CCC1(C)NC(=O)N(CC(=O)Nc2sc3CCCc3c2C(=O)N)C1=O,18237,4.739
Cc1onc(c1)C(=O)OCC(=O)c2ccc(Br)s2,36204.48,4.441
CC1=Nc2ccccc2C(=O)N1\N=C\c3c(O)ccc4oc5CCCCc5c34,29165.61,4.535
CCc1cccc2c(c[nH]c12)C(=O)Cn3nnc(n3)c4ccc(OC)c(OC)c4,10290.89,4.988
CC(C)CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c2cc3CCCc3s2,2947.59,5.531
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,46575.4,4.332
O=C(Cc1cn2ccsc2n1)OCc3nc4ccccc4s3,6975.21,5.156
CCn1c(SCC(=O)Nc2ccc3c(oc4ccccc34)c2)nnc1c5ccc(N)cc5,11721.75,4.931
CCN(c1ccccc1)S(=O)(=O)c2ccc3ncc(C(=O)NCCOC)c(O)c3c2,27893.48,4.554
Cc1ccc(cc1)c2csc(NC(=O)c3oncc3)n2,7189.32,5.143
CCOC(=O)C1=C(C)S\C(=C/N(C)C)\C1=O,40298,4.395
CCc1ccc(NC(=O)c2noc3CCCc23)cc1,7938.99,5.1
O=C(Cc1ccc(s1)S(=O)(=O)N2CCOCC2)Nc3nc4CCCCc4s3,4691.78,5.329
CN1C(=O)CSc2ccc(NC(=O)N3CCC(CC3)N4CCCCC4)cc12,11810.48,4.928
CCn1c2ccccc2c3cc(NC(=O)CSc4nnc(c5ccc(OC)cc5)n4N)ccc13,12230.2,4.913
CCCc1nnc2SCC(=Nn12)c3oc(cc3)c4cc(Cl)ccc4Cl,13388.26,4.873
Cc1ccccc1NC(=O)CSc2nnc(c3occc3)c(n2)c4occc4,14882.2,4.827
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,14973.67,4.825
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],11020.03,4.958
Clc1ccc(COc2ccc(cc2)c3oc(NCc4cccnc4)c(n3)C#N)cc1,37410.11,4.427
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,42307.93,4.374
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,10088.75,4.996
COc1cccc2C=C(C(=O)Oc12)c3cn4ccc(C)cc4n3,7851.33,5.105
COc1ccc(CN2C(=O)Nc3cc(ccc3C2=O)C(=O)NCc4ccc5OCOc5c4)cc1,18879.08,4.724
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,8688.31,5.061
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],27852.14,4.555
O=C1Oc2ccccc2N1CCn3c4ccccc4c5nc6ccccc6nc35,17942.59,4.746
COc1ccc(cc1)C2C=C(Nc3nc(NC(=O)C)nn23)c4ccc(Cl)cc4,21884.48,4.66
CCOC(=O)Cc1cc(O)n2nc(cc2n1)c3ccc(C)cc3,13917,4.856
Cc1oc(cc1)c2cc(C(=O)NCc3occc3)c4ccccc4n2,6844.46,5.165
CC(OC(=O)COc1ccc(Cl)cc1C)C(=O)N(C)C,36973.41,4.432
CC1CCN(Cc2c(O)c(Cl)cc3C(=CC(=O)Oc23)C)CC1,23727.96,4.625
COc1cc(NC(=O)CSC2=Nc3ccccc3C(=O)N2C)ccc1NC(=O)c4occc4,32541.21,4.488
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,11595.85,4.936
CCN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccccc2Cl)Br,3106.81,5.508
COc1ccc2[nH]c3C4=Nc5ccccc5C(=O)N4CCc3c2c1,17183.79,4.765
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,11260.79,4.948
CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1,48193.15,4.317
Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1,12207.84,4.913
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,5732.94,5.242
CNc1nnc(s1)C2=Cc3cc(Cl)ccc3OC2=O,11057.83,4.956
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,24783.3,4.606
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,30868.34,4.51
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,11823.92,4.927
Cc1onc(NC(=O)CSc2cn(CCNC(=O)c3ccc(Cl)cc3)c4ccccc24)c1,24868.99,4.604
COc1cccc(c1)c2nnc(NC(=O)Cc3cccs3)s2,19078.24,4.719
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,9342.81,5.03
O=C(Nc1nc(cs1)c2nc3ccccc3s2)C4COc5ccccc5O4,25091.32,4.6
O=C(CSc1n[nH]c(n1)c2ccc(cc2)S(=O)(=O)N3CCCCC3)Nc4nccs4,47183.03,4.326
Cc1ccc(cc1)S(=O)(=O)Cc2oc(cc2)C(=O)O,18120.82,4.742
O=C(Cc1coc2cc3CCCc3cc12)OCC4=CC(=O)N5C(=N4)Sc6ccccc56,4827.43,5.316
Cc1cccc(N2CCN(CC2)c3nc4ccccc4n5cnnc35)c1C,38786.33,4.411
Cc1ccc(C(=O)CSC2=C(C#N)C(CC(=O)N2)c3occc3)c(C)c1,26539.63,4.576
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,28223.33,4.549
Oc1ccc(\C=N\c2ccc(cc2)N3CCOCC3)c(O)c1,30385.19,4.517
CCOC(=O)c1c(C)c(C)sc1Nc2nc(C)c(s2)C(=O)NC,42306.76,4.374
COc1ccc2c(c1)C(=O)Oc3cc4oc(C)c(C)c4cc23,6904.21,5.161
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,16276.25,4.788
O=C(Cc1cccs1)Nc2ccccn2,13428.48,4.872
Cc1sc2ncnc(NCc3occc3)c2c1C,35280.43,4.452
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCC4CCCO4,32131.94,4.493
CCOc1cccc2C=C(C(=O)Oc12)c3nnc(NCc4occc4)s3,26786.91,4.572
Cc1onc(C)c1COc2ccc(cc2)C(=O)OCC(=O)N3c4ccccc4NC(=O)C3(C)C,8736.14,5.059
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,5729.13,5.242
Cc1cc(ccc1n2c(C)ccc2C)C(=O)O,7534.84,5.123
CCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3occc3,30297.28,4.519
CCN1CCc2nc(NC(=O)Cc3ccc4OCCOc4c3)sc2C1,28777.64,4.541
COc1ccccc1NC(=O)c2ccccc2NC(=O)c3cc(Cl)ccc3NC(=O)c4occc4,12511.79,4.903
CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(cc2)C#N)c1C,34038.51,4.468
CCOC(=O)CSC1=NN(C)C(=S)S1,7983.25,5.098
COCCCNC(=O)c1ccc2C(=O)N(Cc3ccc4OCOc4c3)C(=S)Nc2c1,42005.2,4.377
Cn1ccnc1SCC(=O)Nc2ccc3nc(SCC(=O)NC4CC4)sc3c2,25675.07,4.59
Cc1c([nH]c2CC(CC(=O)c12)c3occc3)C(=O)OCc4ccccc4,22957.22,4.639
Cc1ccccc1CSCC(=O)NC(=O)NCc2occc2,9266.32,5.033
C(Oc1ccccc1)c2nnc3sc(nn23)C4COc5ccccc5O4,9549.84,5.02
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O,8956.26,5.048
COc1cc2cc(C(N3CCc4ccccc34)c5nnnn5C6CCCC6)c(O)nc2cc1OC,21924.56,4.659
COC(=O)c1ccc2C(=O)N(CC3CCCO3)C(=Nc2c1)SCC(=O)Nc4ccccc4Cl,20945.32,4.679
O=S(=O)(N1CCCCCC1)c2cccc(c2)c3cn4cccnc4n3,22300.07,4.652
COc1ccccc1N2CCN(CC2)C(=O)c3cc4CCCc4s3,5194.54,5.284
OC(=O)C1Nc2c(cccc2C(=O)N3CCOCC3)C4C=CCC14,15883.27,4.799
COc1ccc(OCCC(=O)OCC(=O)NCc2occc2)cc1,33316.3,4.477
COC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,19602.37,4.708
CN(CC(=O)NC(=O)NCc1occc1)Cc2nc(O)c3ccccc3n2,13740.82,4.862
OC1=C(C(=O)Nc2ccccc2[N+](=O)[O-])c3nc4ccccc4n3CC1,18587.7,4.731
COC(=O)c1oc(CSc2nc(O)c3cnn(c4ccc(C)c(C)c4)c3n2)cc1,38489.05,4.415
CC1(C)Cc2c(CO1)sc3c4nnnn4c5nnnn5c23,4112.5,5.386
Cc1cccc2cc(C(N(CC3CCCO3)Cc4occc4)c5nnnn5C(C)(C)C)c(O)nc12,13315.7,4.876
COc1ccc(Cn2c(N)c(C(=O)NCc3occc3)c4nc5ccccc5nc24)cc1,17299.71,4.762
Cc1ccc(Nc2nnc(SCC(=O)NCc3occc3)s2)cc1,28766.07,4.541
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccc(C)c(C)c3)cc2)\N=C1C,40511.4,4.392
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4cc5OCOc5cc4C3=O,12607.73,4.899
CCc1ccc2nc(NC(=O)c3ccc4c(O)nc(CN5CCOCC5)nc4c3)sc2c1,8229.68,5.085
Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,7037.86,5.153
CCOC(=O)C1=C(Nc2ccc(C)cc2)S\C(=C/c3cn(CC(=O)NCC4CCCO4)c5ccccc35)\C1=O,7598.93,5.119
COc1ccc2[nH]c3nc(SCc4oc(nn4)c5ccc(C)cc5)nnc3c2c1,6840.09,5.165
Cc1sc2ncnc(SCC(=O)NC(=O)NCc3occc3)c2c1C,11505.54,4.939
CCC1=NN2C(=NC(=O)\C(=C\c3oc(SCc4occc4)cc3)\C2=N)S1,21012.5,4.678
CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2,9493.34,5.023
CC(=O)c1cccc(NC(=O)Cc2cccs2)c1,18544.2,4.732
Cn1c(SCC(=O)Nc2sccc2C#N)nnc1c3ccccc3,17106.54,4.767
Cc1csc2nc(CCNS(=O)(=O)c3ccc4OCCOc4c3)cn12,17060.6,4.768
Cc1cccc2c(C)cc(SCC(=O)NC(=O)NCc3occc3)nc12,32039.87,4.494
ClC1=CCC2C(C1)C(=O)N(CCCCCCN3C(=O)C4CC=C(Cl)CC4C3=O)C2=O,24701.66,4.607
CC1CC(n2nc(cc2N1)C(=O)O)C(F)(F)C(F)(F)F,19923.73,4.701
Cc1nnc(Oc2ccccc2F)c3ccccc13,29986.4,4.523
COc1ccc(OC)c(NC(=O)c2cc([nH]n2)c3ccc(C)cc3O)c1,22118.11,4.655
CCN(c1ccccc1)S(=O)(=O)c2cc(ccc2C)C(=O)O,13057.04,4.884
COC(=O)c1cc2ccsc2n1CC(=O)Nc3ccc(cc3)N(C)C,47259.62,4.326
CCOc1ccc(Nc2oc(nc2C#N)c3ccccc3Cl)cc1,9540.57,5.02
Clc1ccc(s1)S(=O)(=O)NCCc2csc(n2)c3cccnc3,19220.8,4.716
Cc1ccc(cc1)C(=O)N\N=C\c2ccc(s2)[N+](=O)[O-],21142.53,4.675
COc1ccc(CNC(=O)c2cc(on2)c3cccs3)cc1,27729.62,4.557
COc1ccccc1\C=C\2/Sc3nc(nn3C2=O)c4occc4,17505.98,4.757
COc1ccc(cc1)N2Cc3cccc(C(=O)O)c3C2=O,11982.99,4.921
COc1ccc(cc1)N2Cc3cccc(C(=O)N4CCN(CC4)C(=O)c5occc5)c3C2=O,9795.21,5.009
Cc1nc2cc(nn2c(O)c1Cl)c3ccsc3n4c(C)ccc4C,27467.17,4.561
Fc1ccccc1c2oc3ccc(NC(=O)c4cncc(Br)c4)cc3n2,15507.52,4.809
Clc1ccc(Nc2nc(cs2)c3ccncc3)cc1,18184.99,4.74
O=C(Nc1ccc(cc1)n2nncc2c3occc3)C4=Cc5ccccc5OC4=O,40579.98,4.392
Cc1ccc(NC(=O)CN2C(=O)S\C(=C\c3oc(cc3)c4cc(ccc4C)C(=O)O)\C2=O)cc1C,18183.48,4.74
COc1ccc2c(c1)C(=O)Oc3cc(OCC(=O)NC4CCCCC4)ccc23,17894.9,4.747
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,19409.03,4.712
CN(C)CC(=O)N1c2ccccc2CCc3ccc(NC(=O)c4ccc(N)cc4)cc13,15578.84,4.807
CC(=O)Nc1ccc(cc1)\N=C\c2nc(oc2O)c3ccc(C)cc3,8195.18,5.086
CCOc1cccc2C=C(C(=O)Oc12)c3cn4cc(C)ccc4n3,3818.74,5.418
CN1N=C(SCC(=O)Nc2nc(C)cc(C)n2)SC1=S,8766.96,5.057
COc1cc(cc2OCOc12)C3C(=C(N)OC4=C3C(=O)OC(=C4)C)C#N,26191.67,4.582
CN(\N=C\c1cccnc1)C2=C(Cl)C(=O)N(N=C2)c3ccc(F)c(Cl)c3,17867.63,4.748
CCSc1nnc(NC(=O)C2Cc3ccccc3CN2C(=O)c4occc4)s1,7467.87,5.127
CS(=O)(=O)c1ccc2nc(NC(=O)CCC(=O)c3cccs3)sc2c1,7107.47,5.148
Cc1nnc(NC(=O)Cc2cccs2)s1,19042.57,4.72
